196,0.207,7.461,2.637
197,0.209,7.472,2.655
198,0.212,7.476,2.644
199,0.213,7.555,2.655
200,0.219,7.64,2.746
201,0.217,7.673,2.779
202,0.22,7.751,3.085
203,0.261,8.648,2.883
204,0.233,8.161,2.855
205,0.234,8.206,2.889
206,0.236,8.292,2.869
207,0.239,8.748,2.916
208,0.243,8.55,2.926
209,0.245,8.603,2.936
210,0.245,8.652,2.9
211,0.239,8.404,2.894
212,0.245,8.455,2.901
213,0.244,8.53,2.927
214,0.247,8.581,2.914
215,0.251,8.682,2.98
216,0.252,8.851,2.972
217,0.255,8.927,2.995
218,0.256,9.008,3.003
219,0.258,9.093,3.043
220,0.26,9.269,3.008
221,0.266,9.306,3.035
222,0.265,9.54,3.091
223,0.268,9.659,3.066
224,0.27,10.137,3.07
225,0.273,10.167,3.123
226,0.275,10.289,3.154
227,0.279,10.28,3.157
228,0.281,10.325,3.216
229,0.283,10.381,3.192
230,0.285,10.466,3.215
231,0.288,10.521,3.257
232,0.292,10.638,3.201
233,0.292,10.725,3.173
234,0.295,10.791,3.259
235,0.296,10.909,3.281
236,0.309,11.088,3.287
237,0.307,11.141,3.284
238,0.309,11.333,3.318
239,0.311,11.48,3.328
240,0.314,11.945,3.406
241,0.312,12.002,3.415
242,0.315,12.081,3.396
243,0.321,12.181,3.42
244,0.32,12.393,3.467
245,0.326,12.466,3.49
246,0.328,12.63,3.492
247,0.331,12.809,3.485
248,0.331,13.337,3.544
249,0.333,13.416,3.522
250,0.337,13.618,3.562
251,0.339,13.824,3.549
252,0.345,14.268,3.636
253,0.345,14.432,3.659
254,0.347,14.917,3.62
255,0.355,15.354,3.669
256,0.354,16.601,3.697
257,0.357,16.667,3.738
258,0.358,18.05,4.063
259,0.379,17.376,4.036
260,0.376,17.813,4.101
261,0.382,17.468,4.17
262,0.384,17.29,4.039
263,0.373,16.902,4.211
264,0.377,16.875,4.214
265,0.376,16.93,4.228
266,0.38,16.989,4.212
267,0.383,17.031,4.22
268,0.387,17.064,4.336
269,0.391,17.097,4.377
270,0.394,17.162,4.457
271,0.398,17.206,4.415
272,0.404,17.182,4.493
273,0.402,17.234,4.497
274,0.407,17.309,4.591
275,0.41,18.233,5.245
276,0.432,18.505,4.829
277,0.428,18.559,4.938
278,0.477,18.89,4.89
279,0.432,18.646,4.863
280,0.442,18.767,5.304
281,0.46,18.702,4.957
282,0.453,19.241,5.286
283,0.446,18.723,5.099
284,0.449,19.147,5.476
285,0.46,18.931,5.112
286,0.456,18.866,5.572
287,0.458,18.934,5.215
288,0.462,18.967,5.581
289,0.464,19.115,5.227
290,0.467,19.101,5.568
291,0.471,19.22,5.224
292,0.474,19.533,6.154
293,0.484,19.335,5.353
294,0.481,19.466,5.732
295,0.484,19.494,5.377
296,0.491,19.523,5.8
297,0.489,19.445,5.548
298,0.498,19.957,5.535
299,0.497,19.545,5.762
300,0.572,19.69,5.67
301,0.504,19.82,5.764
302,0.51,19.284,5.463
303,0.492,20.415,6.425
304,0.513,20.117,5.68
305,0.537,20.64,5.754
306,0.525,20.225,6.295
307,0.524,20.442,5.81
308,0.528,20.723,6.121
309,0.533,20.549,6.268
310,0.573,20.542,5.88
311,0.543,20.807,6.346
312,0.562,20.62,6.071
313,0.548,20.294,5.923
314,0.55,20.41,6.427
315,0.552,20.837,5.994
316,0.56,21.067,5.902
317,0.562,20.669,5.928
318,0.562,20.296,5.813
319,0.55,20.134,5.743
320,0.548,20.44,5.967
321,0.558,20.539,6.054
322,0.561,21.177,7.326
323,0.585,21.312,6.285
324,0.585,21.966,6.331
325,0.59,21.538,6.389
326,0.589,21.038,6.121
327,0.577,20.854,6.151
328,0.577,20.98,6.273
329,0.581,21.003,6.275
330,0.583,21.156,6.25
331,0.591,21.207,6.217
332,0.594,22.775,6.523
333,0.614,22.021,6.557
334,0.627,21.635,6.368
335,0.602,21.423,6.384
336,0.608,21.469,6.367
337,0.609,21.554,6.429
338,0.613,21.684,6.413
339,0.616,21.772,6.428
340,0.62,21.821,6.472
341,0.624,21.887,6.513
342,0.634,21.994,6.531
343,0.63,22.086,6.564
344,0.638,22.238,6.575
345,0.641,22.332,6.606
346,0.641,23.503,6.805
347,0.673,22.802,6.594
348,0.651,22.623,6.6
349,0.656,22.706,6.601
350,0.657,24.295,6.952
351,0.687,23.849,7.385
352,0.692,24.155,6.98
353,0.699,23.71,6.798
354,0.676,23.451,6.883
355,0.682,24.437,7.106
356,0.706,24.183,6.861
357,0.688,23.714,6.885
358,0.69,23.84,6.937
359,0.698,23.922,6.96
360,0.698,24.119,6.933
361,0.706,24.202,6.995
362,0.704,24.324,7.023
363,0.707,24.456,7.04
364,0.713,24.571,7.063
365,0.717,25.547,7.364
366,0.748,26.678,7.329
367,0.767,25.937,7.335
368,0.751,25.521,7.118
369,0.731,25.456,7.178
370,0.738,25.528,7.198
371,0.79,27.277,7.486
372,0.777,26.428,7.21
373,0.744,28.101,7.47
374,0.781,28.173,8.322
375,0.799,28.271,8.047
376,0.815,28.336,8.131
377,0.791,28.832,7.678
378,0.802,28.92,7.596
379,0.805,29.125,8.246
380,0.805,29.068,8.217
381,0.808,29.855,7.756
382,0.813,29.32,7.749
383,0.818,29.345,7.784
384,0.824,30.359,7.727
385,0.825,30.197,7.934
386,0.835,30.434,7.985
387,0.832,30.68,8.118
388,0.844,30.762,8.041
389,0.839,30.679,8.143
390,0.85,30.642,8.161
391,0.853,30.958,8.121
392,0.859,30.982,8.233
393,0.859,31.08,8.334
394,0.887,31.66,8.842
395,0.867,33.611,8.714
396,0.875,33.12,8.484
397,0.883,33.226,8.363
398,0.882,33.379,8.59
399,0.917,32.919,8.828
400,0.901,33.207,9.039
401,0.926,33.463,8.799
402,0.91,33.786,9.319
403,0.904,34.085,9.128
404,0.92,32.99,8.728
405,0.92,32.99,8.756
406,0.931,33.73,9.067
407,0.937,32.813,8.67
408,0.935,32.856,8.833
409,0.938,34.083,8.862
410,0.945,33.696,9.509
411,0.95,34.369,10.578
412,1.003,34.33,8.827
413,0.951,35.38,9.549
414,0.977,35.433,9.457
415,0.97,34.866,9.727
416,1.011,35.46,9.187
417,0.984,37.372,10.072
418,0.982,36.11,10.045
419,0.98,37.94,9.365
420,0.992,36.931,9.45
421,0.995,37.766,10.344
422,1.037,36.524,9.25
423,1.003,36.179,9.227
424,1.008,37.52,9.084
425,1.005,35.919,9.78
426,1.016,36.071,9.51
427,1.014,36.189,9.601
428,1.046,36.822,9.404
429,1.062,37.301,9.302
430,1.039,38.608,9.564
431,1.048,40.468,10.281
432,1.056,39.118,9.432
433,1.063,38.966,10.1
434,1.098,37.949,9.223
435,1.064,38.129,9.334
436,1.057,39.102,9.522
437,1.066,38.354,9.626
438,1.072,38.3,9.585
439,1.083,38.444,9.559
440,1.087,38.545,9.477
441,1.086,38.561,9.488
442,1.095,38.713,9.391
443,1.101,38.975,9.487
444,1.102,39.716,9.57
445,1.111,39.722,9.581
446,1.115,40.299,10.655
447,1.112,40.917,9.522
448,1.124,41.666,9.45
449,1.126,41.858,9.547
450,1.137,40.847,9.522
451,1.138,41.323,9.591
452,1.092,40.593,9.449
453,1.107,42.287,10.024
454,1.156,43.605,10.253
455,1.154,43.629,9.99
456,1.171,44.745,10.279
457,1.167,42.972,10.633
458,1.166,44.535,9.958
459,1.182,43.584,10.522
460,1.192,44.018,9.985
461,1.183,44.246,10.063
462,1.196,44.141,10.109
463,1.195,43.858,10.078
464,1.206,42.76,9.706
465,1.166,44.556,10.158
466,1.212,43.57,10.165
467,1.218,45.448,10.177
468,1.223,44.999,10.242
469,1.22,44.147,9.917
470,1.189,43.559,9.937
471,1.19,43.754,9.81
472,1.201,44.395,9.909
473,1.198,44.493,10.009
474,1.262,47.089,10.289
475,1.252,45.687,9.898
476,1.25,48.509,10.789
477,1.264,47.826,10.398
478,1.271,47.731,10.015
479,1.23,46.541,10.029
480,1.234,48.173,10.199
481,1.246,49.88,10.186
482,1.247,48.016,10.448
483,1.296,50.434,10.644
484,1.302,48.743,10.311
485,1.266,49.481,11.157
486,1.325,51.735,10.899
487,1.377,51.906,11.039
488,1.356,52.802,11.196
489,1.341,53.46,11.552
490,1.392,52.952,10.892
491,1.444,54.457,11.366
492,1.43,54.541,11.763
493,1.368,54.253,11.723
494,1.376,54.821,11.321
495,1.357,54.957,11.572
496,1.378,56.644,11.398
497,1.382,58.91,11.529
498,1.446,57.615,11.467
499,1.391,57.344,11.209
500,1.394,57.713,12.387
501,1.398,57.697,11.586
502,1.405,58.164,11.591
503,1.408,58.626,11.255
504,1.42,60.201,11.836
505,1.42,61.66,11.628
506,1.441,62.645,11.8
507,1.436,61.872,11.455
508,1.443,63.372,11.716
509,1.441,63.755,11.642
510,1.465,65.165,11.616
511,1.464,67.874,11.849
512,1.45,69.62,11.398
513,1.409,66.831,11.322
514,1.417,68.64,11.325
515,1.421,67.006,11.672
516,1.426,67.082,11.618
517,1.434,67.092,11.679
518,1.437,67.25,11.745
519,1.445,67.379,11.974
520,1.453,67.448,12.029
521,1.454,69.775,12.516
522,1.517,69.077,12.132
523,1.465,67.521,12.139
524,1.47,67.68,12.426
525,1.479,67.685,12.494
526,1.482,67.912,12.555
527,1.503,67.861,12.605
528,1.497,67.871,12.569
529,1.496,68.187,12.654
530,1.507,71.227,13.346
531,1.583,76.647,14.128
532,1.632,72.943,13.846
533,1.581,73.425,13.502
534,1.591,73.015,13.945
535,1.591,73.056,13.915
536,1.597,72.667,13.676
537,1.606,71.59,13.48
538,1.609,72.298,14.081
539,1.615,71.599,13.849
540,1.634,72.868,13.833
541,1.637,70.023,13.358
542,1.575,68.769,13.294
543,1.582,68.904,13.41
544,1.587,68.889,13.517
545,1.588,73.155,14.604
546,1.671,72.099,13.999
547,1.604,71.526,13.951
548,1.606,72.265,14.348
549,1.68,73.41,14.363
550,1.75,71.338,13.823
551,1.633,69.302,13.798
552,1.628,69.464,14.729
553,1.696,70.8,14.086
554,1.643,72.946,15.085
555,1.719,73.823,15.075
556,1.717,73.799,15.053
557,1.722,73.667,15.896
558,1.745,77.229,15.591
559,1.783,76.057,15.176
560,1.737,74.059,14.902
561,1.833,74.05,15.076
562,1.756,74.159,15.07
563,1.799,74.926,15.492
564,1.791,75.637,15.381
565,1.77,75.436,15.573
566,1.803,75.843,15.688
567,1.79,75.143,15.006
568,1.79,72.436,14.702
569,1.736,71.005,14.672
570,1.738,70.981,14.597
571,1.754,71.213,15.053
572,1.839,75.004,15.344
573,1.778,71.314,14.731
574,1.76,71.587,14.885
575,1.789,74.345,15.14
576,1.772,75.724,15.52
577,1.848,73.078,15.032
578,1.784,71.807,15.143
579,1.798,71.81,15.294
580,1.799,72.047,15.179
581,1.808,74.65,15.771
582,1.888,74.997,16.22
583,1.898,75.158,16.217
584,1.896,76.407,17.873
585,1.908,77.264,16.505
586,1.961,77.136,16.377
587,2.01,77.059,16.516
588,1.921,77.1,16.317
589,1.931,76.732,16.425
590,1.938,76.74,16.357
591,1.981,76.788,16.381
592,1.94,76.919,16.465
593,1.952,78.403,16.637
594,1.956,76.999,16.59
595,1.976,77.358,16.468
596,1.966,77.546,16.41
597,1.979,77.727,16.602
598,1.985,77.377,16.749
599,2.031,77.772,16.78
600,2.004,77.952,16.705
601,2.01,78.866,17.116
602,2.008,78.524,17.203
603,2.02,78.091,17.143
604,2.037,78.229,16.822
605,2.112,77.895,17.282
606,2.033,78.468,17.304
607,2.046,78.828,17.37
608,2.053,78.451,16.965
609,1.984,79.06,17.796
610,2.069,79.863,17.086
611,2.07,79.458,17.097
612,2.086,79.017,17.536
613,2.118,79.223,17.327
614,2.186,79.271,17.313
615,2.224,79.553,17.382
616,2.109,79.405,17.717
617,2.115,79.69,19.098
618,2.126,80.467,17.892
619,2.131,80.184,17.528
620,2.236,80.373,17.616
621,2.285,80.501,17.668
622,2.261,80.708,17.709
623,2.151,80.963,18.002
624,2.167,81.776,17.502
625,2.164,81.785,18.771
626,2.171,82.061,18.065
627,2.184,81.77,18.125
628,2.189,81.941,18.184
629,2.202,82.01,17.719
630,2.171,82.75,18.172
631,2.265,82.731,18.28
632,2.217,82.838,18.305
633,2.224,84.427,18.017
634,2.228,84.293,18.185
635,2.335,83.71,18.438
636,2.244,84.085,18.038
637,2.247,84.54,18.053
638,2.324,84.578,18.348
639,2.262,84.755,17.969
640,2.194,85.08,18.297
641,2.301,86.984,18.966
642,2.287,85.367,19.146
643,2.295,85.799,19.133
644,2.298,85.874,18.872
645,2.307,85.981,18.942
646,2.315,85.852,19.085
647,2.329,86.26,19.081
648,2.33,88.148,18.845
649,2.337,87.071,19.417
650,2.344,87.11,18.966
651,2.351,87.218,19.306
652,2.371,86.967,19.124
653,2.361,87.304,19.485
654,2.375,87.389,19.415
655,2.387,87.416,19.25
656,2.385,88.954,19.552
657,2.393,87.853,19.257
658,2.401,87.966,19.693
659,2.413,87.568,19.4
660,2.422,88.154,19.767
661,2.423,88.01,19.78
662,2.44,87.804,19.823
663,2.444,89.848,19.921
664,2.445,88.791,19.421
665,2.58,88.5,19.508
666,2.465,88.95,19.849
667,2.476,88.738,19.998
668,2.482,88.916,19.579
669,2.479,89.178,19.98
670,2.502,90.873,20.415
671,2.544,89.58,19.727
672,2.5,90.166,20.035
673,2.513,90.244,19.81
674,2.519,90.467,19.784
675,2.534,90.462,19.881
676,2.533,90.722,20.269
677,2.542,92.136,19.877
678,2.548,91.46,20.042
679,2.559,91.181,20.368
680,2.57,90.971,20.608
681,2.569,90.953,20.633
682,2.581,91.314,20.066
683,2.587,91.551,20.531
684,2.602,92.123,20.603
685,2.595,92.829,20.213
686,2.63,92.924,20.677
687,2.628,92.369,20.812
688,2.634,93.793,20.773
689,2.635,94.267,20.784
690,2.641,93.541,20.775
691,2.649,94.5,20.923
692,2.657,93.784,20.93
693,2.671,95.661,20.977
694,2.675,94.349,20.644
695,2.795,94.255,21.191
696,2.703,95.273,20.968
697,2.707,95.334,21.039
698,2.701,97.31,20.578
699,2.721,96.855,20.869
700,2.745,97.477,21.522
701,2.741,97.319,21.101
702,2.747,97.386,21.412
703,2.763,98.162,21.535
704,2.969,98.603,22.522
705,2.77,98.691,21.216
706,2.775,99.6,21.531
707,2.784,97.84,21.085
708,2.782,98.266,21.55
709,2.787,98.469,21.724
710,2.806,98.335,21.922
711,2.813,100.249,21.942
712,2.815,99.078,21.635
713,2.832,100.619,21.77
714,3.013,99.911,21.292
715,2.832,99.37,21.893
716,2.855,99.6,21.684
717,2.868,102.15,22.256
718,2.874,102.025,23.477
719,2.89,102.393,22.144
720,2.895,102.438,22.145
721,2.889,102.786,22.265
722,2.952,104.065,21.885
723,2.928,102.898,23.062
724,3.271,104.561,22.621
725,2.978,104.221,22.122
726,3.067,104.159,22.008
727,2.97,104.327,22.663
728,2.978,104.914,22.478
729,2.959,104.429,22.87
730,2.988,107.678,23.116
731,3.027,105.775,22.724
732,2.985,106.318,22.338
733,3.18,105.969,22.36
734,3.02,106.966,22.499
735,3.061,107.355,23.09
736,3.036,111.825,23.623
737,3.081,110.453,23.734
738,3.043,111.021,24.211
739,3.201,112.781,23.773
740,3.369,112.196,23.991
741,3.09,112.051,25.252
742,3.296,111.898,23.149
743,3.283,111.097,23.779
744,3.172,108.703,23.591
745,3.105,109.765,22.741
746,3.107,110.764,23.001
747,3.322,115.529,24.063
748,3.111,114.558,22.744
749,3.376,114.311,23.317
750,3.163,112.142,23.614
751,3.175,114.518,23.704
752,3.148,114.43,23.063
753,3.176,116.37,24.063
754,3.199,113.563,23.772
755,3.18,114.04,23.761
756,3.203,114.357,23.781
757,3.229,114.665,23.56
758,3.236,114.543,23.817
759,3.214,117.022,23.636
760,3.228,116.213,23.805
761,3.237,117.255,24.817
762,3.284,120.958,24.822
763,3.287,124.464,24.763
764,3.272,123.066,24.471
765,3.26,122.581,24.538
766,3.416,122.863,23.938
767,3.299,121.695,23.89
768,3.303,123.982,23.452
769,3.316,123.854,25.25
770,3.512,124.779,24.295
771,3.348,123.408,24.457
772,3.323,126.076,24.99
773,3.379,133.046,24.964
774,3.719,130.671,25.829
775,3.613,133.56,25.904
776,3.46,127.594,25.504
777,3.588,127.01,25.735
778,3.404,128.112,26.272
779,3.628,134.169,26.59
780,3.567,133.58,27.227
781,3.562,127.364,25.4
782,3.565,126.579,25.602
783,3.525,133.435,25.113
784,3.626,125.467,25.688
785,3.434,128.819,25.642
786,3.456,129.572,26.361
787,3.47,130.685,25.873
788,3.675,136.232,26.928
789,3.84,137.153,27.326
790,3.994,137.282,27.949
791,3.671,132.271,26.28
792,3.804,131.943,26.143
793,3.541,126.335,25.103
794,3.534,130.913,29.088
795,3.692,135.345,27.07
796,3.727,134.704,25.612
797,3.591,128.558,27.049
798,3.794,134.645,27.787
799,3.814,138.412,28.575
800,3.745,130.336,25.471
801,3.589,128.159,25.421
802,3.579,126.747,25.346
803,3.576,127.452,25.848
804,3.605,129.725,28.46
805,3.662,129.809,26.951
806,3.682,128.068,25.55
807,3.621,128.469,25.68
808,3.652,128.332,25.522
809,3.652,128.113,27.377
810,3.65,128.813,25.823
811,3.661,128.702,26.137
812,3.702,129.179,25.8
813,3.672,129.391,25.884
814,3.696,129.357,27.304
815,3.697,130.744,27.165
816,3.829,136.144,27.299
817,3.723,134.808,27.091
818,3.803,134.985,26.474
819,3.978,131.913,26.221
820,3.732,131.96,25.983
821,3.762,131.43,26.146
822,3.782,132.367,26.227
823,3.762,131.757,25.706
824,3.637,129.224,25.933
825,3.779,130.48,25.284
826,3.784,128.948,25.275
827,3.662,132.951,26.301
828,3.805,133.062,25.402
829,3.707,130.774,26.364
830,3.824,132.185,26.204
831,3.695,131.88,26.069
832,3.807,132.935,25.775
833,3.854,134.604,26.337
834,3.823,135.806,26.897
835,3.87,134.304,26.032
836,3.777,134.937,26.352
837,3.835,135.134,26.494
838,3.909,136.009,26.517
839,3.868,138.27,26.737
840,3.918,136.991,26.72
841,3.887,137.592,26.803
842,3.897,137.679,26.702
843,3.932,137.568,26.724
844,3.96,139.053,26.813
845,3.885,137.445,26.824
846,3.851,137.739,26.873
847,3.975,138.718,27.001
848,3.995,139.141,27.524
849,4.343,140.206,26.835
850,3.94,139.328,27.034
851,3.985,138.79,26.866
852,4.02,141.761,27.511
853,4.056,142.845,28.275
854,4.06,140.283,27.232
855,4.223,144.526,27.844
856,4.188,142.236,27.26
857,4.078,140.162,27.076
858,4.018,143.364,27.149
859,4.103,141.809,27.391
860,4.105,142.847,27.214
861,4.119,142.798,27.331
862,4.129,143.154,28.616
863,4.132,143.343,27.27
864,3.988,145.064,27.185
865,4.006,143.315,27.18
866,4.108,144.472,27.477
867,4.068,147.626,27.317
868,4.027,145.166,27.288
869,4.108,144.968,27.092
870,4.113,148.128,27.624
871,4.197,148.306,29.025
872,4.222,148.073,27.334
873,4.166,147.149,27.424
874,4.234,148.23,27.772
875,4.248,149.191,27.651
876,4.266,151.439,27.551
877,4.247,150.019,27.979
878,4.243,150.163,27.913
879,4.312,151.36,28.03
880,4.294,153.689,28.549
881,4.321,151.969,28.053
882,4.319,152.615,28.152
883,4.309,153.264,28.166
884,4.329,154.027,27.278
885,4.193,156.053,27.795
886,4.357,154.024,27.469
887,4.213,150.675,27.449
888,4.225,154.229,28.066
889,4.317,158.728,28.107
890,4.431,159.976,29.039
891,4.41,158.115,27.353
892,4.265,155.915,27.986
893,4.437,160.17,28.323
894,4.411,159.821,28.236
895,4.439,162.197,28.13
896,4.454,166.218,28.538
897,4.469,168.289,29.129
898,4.483,170.113,29.574
899,4.487,168.025,28.443
900,4.372,164.846,27.971
901,4.349,165.419,29.394
902,4.535,165.026,28.53
903,4.5,166.794,28.932
904,4.489,167.915,29.093
905,4.558,167.952,29.754
906,4.554,167.122,29.259
907,4.468,167.177,28.731
908,4.409,167.165,29.028
909,4.551,169.216,29.367
910,4.591,167.306,29.474
911,4.597,169.315,29.567
912,4.634,169.646,29.479
913,4.612,171.308,29.396
914,4.467,169.561,29.882
915,4.643,169.846,30.219
916,4.702,170.163,28.859
917,4.495,170.093,30.085
918,4.674,166.905,29.425
919,4.53,169.785,30.073
920,4.678,170.537,29.737
921,4.676,173.834,29.443
922,4.612,171.402,29.651
923,4.732,171.978,30.017
924,4.695,173.086,30.064
925,4.745,175.227,30.055
926,4.697,173.597,29.649
927,4.664,171.504,30.19
928,4.762,176.613,30.075
929,4.792,177.874,30.309
930,4.802,176.458,30.424
931,4.801,175.733,30.288
932,4.794,176.399,31.583
933,4.828,177.934,30.217
934,4.871,173.369,29.416
935,4.677,175.232,30.301
936,4.855,179.238,30.96
937,4.869,177.096,30.44
938,4.867,177.509,30.371
939,4.885,178.297,30.474
940,4.892,180.612,29.783
941,4.78,177.161,29.577
942,4.744,177.856,30.095
943,4.853,180.332,29.932
944,4.792,183.508,30.208
945,4.827,182.525,30.833
946,4.961,178.527,29.757
947,4.796,177.481,31.999
948,4.998,183.837,30.701
949,4.916,183.474,30.737
950,4.96,184.523,30.847
951,5.017,187.566,30.844
952,4.996,186.585,30.862
953,5.031,187.039,31.06
954,5.046,187.867,31.053
955,4.924,190.064,30.861
956,4.964,187.507,30.059
957,4.899,187.974,30.89
958,4.973,191.745,31.646
959,5.101,191.027,31.096
960,5.016,195.47,31.101
961,5.103,196.645,31.614
962,5.13,197.354,30.838
963,4.975,193.176,31.595
964,5.011,196.201,31.195
965,5.182,199.037,31.572
966,4.991,197.517,31.861
967,5.174,197.75,31.579
968,5.203,197.199,32.277
969,5.542,199.261,31.681
970,5.175,196.788,31.498
971,5.053,196.781,31.088
972,5.054,200.056,31.307
973,5.155,200.067,31.714
974,5.244,200.283,31.213
975,5.084,200.159,32.757
976,5.379,200.904,31.585
977,5.228,202.499,31.922
978,5.19,202.974,31.798
979,5.171,204.847,31.715
980,5.164,201.294,31.909
981,5.155,202.275,32.282
982,5.223,207.12,31.68
983,5.168,204.116,31.577
984,5.184,204.15,31.734
985,5.185,205.193,33.379
986,5.393,204.972,31.795
987,5.216,205.013,32.081
988,5.276,209.498,32.092
989,5.229,213.015,32.276
990,5.304,210.237,32.178
991,5.301,212.01,32.035
992,5.258,218.799,32.349
993,5.324,215.775,32.841
994,5.351,221.827,33.13
995,5.488,220.206,32.136
996,5.303,218.758,32.782
997,5.424,219.684,32.63
998,5.321,223.087,32.828
999,5.384,220.535,32.799
1000,5.403,220.845,32.921
1010,5.5,235.389,32.584
