1,0,0
10000,541.359,1391.33
20000,2119.29,4142.62
30000,4734.95,7065.88
40000,8391.7,12277.9
50000,13228.7,16807.1
60000,19128.5,21543.1
70000,27489.7,31490.1
80000,35956.2,39192.9
90000,45900.4,45965.1
100000,55519.3,53111.8
